"Area","AreaName","StateAb","State","CountyTownName"
"76750","Portland-South Portland, ME MSA","ME","MAINE","CUMBERLAN (GORHAM)"
"76750","Portland-South Portland, ME MSA","ME","MAINE","CUMBERLAN (GRAY)"
"76750","Portland-South Portland, ME MSA","ME","MAINE","CUMBERLAN (NAPLES)"
"76750","Portland-South Portland, ME MSA","ME","MAINE","CUMBERLAN (NEW GLOUCESTER)"
"76750","Portland-South Portland, ME MSA","ME","MAINE","CUMBERLAN (NORTH YARMOUTH)"
"76750","Portland-South Portland, ME MSA","ME","MAINE","CUMBERLAN (LONG ISLAND TOWN)"
"76750","Portland-South Portland, ME MSA","ME","MAINE","CUMBERLAN (PORTLAND)"
"76750","Portland-South Portland, ME MSA","ME","MAINE","CUMBERLAN (POWNAL)"
"76750","Portland-South Portland, ME MSA","ME","MAINE","CUMBERLAN (RAYMOND)"
"76750","Portland-South Portland, ME MSA","ME","MAINE","CUMBERLAN (SCARBOROUGH)"
"76750","Portland-South Portland, ME MSA","ME","MAINE","CUMBERLAN (SEBAGO)"
"76750","Portland-South Portland, ME MSA","ME","MAINE","CUMBERLAN (SOUTH PORTLAND)"
"76750","Portland-South Portland, ME MSA","ME","MAINE","CUMBERLAN (STANDISH)"
"76750","Portland-South Portland, ME MSA","ME","MAINE","CUMBERLAN (WESTBROOK)"
"76750","Portland-South Portland, ME MSA","ME","MAINE","CUMBERLAN (WINDHAM)"
"76750","Portland-South Portland, ME MSA","ME","MAINE","CUMBERLAN (YARMOUTH)"
"76750","Portland-South Portland, ME MSA","ME","MAINE","CUMBERLAN (FRYE ISLAND)"
"76750","Portland-South Portland, ME MSA","ME","MAINE","CUMBERLAN (CHEBEAGUE ISLAND)"
"70750","Bangor, ME MSA","ME","MAINE","HANCOCK (AMHERST)"
"70750","Bangor, ME MSA","ME","MAINE","HANCOCK (AURORA)"
"70750","Bangor, ME MSA","ME","MAINE","HANCOCK (DEDHAM)"
"70750","Bangor, ME MSA","ME","MAINE","HANCOCK (OSBORN PLANTATION)"
"70750","Bangor, ME MSA","ME","MAINE","HANCOCK (OTIS)"
"74650","Lewiston-Auburn, ME MSA","ME","MAINE","KENNEBEC (MONMOUTH)"
"74650","Lewiston-Auburn, ME MSA","ME","MAINE","OXFORD (BUCKFIELD)"
"74650","Lewiston-Auburn, ME MSA","ME","MAINE","OXFORD (CANTON)"
"74650","Lewiston-Auburn, ME MSA","ME","MAINE","OXFORD (HARTFORD)"
"74650","Lewiston-Auburn, ME MSA","ME","MAINE","OXFORD (HEBRON)"
"70750","Bangor, ME MSA","ME","MAINE","PENOBSCOT (ALTON)"
"70750","Bangor, ME MSA","ME","MAINE","PENOBSCOT (BANGOR)"
"70750","Bangor, ME MSA","ME","MAINE","PENOBSCOT (BRADFORD)"
"70750","Bangor, ME MSA","ME","MAINE","PENOBSCOT (BRADLEY)"
"70750","Bangor, ME MSA","ME","MAINE","PENOBSCOT (BREWER)"
"70750","Bangor, ME MSA","ME","MAINE","PENOBSCOT (BURLINGTON)"
"70750","Bangor, ME MSA","ME","MAINE","PENOBSCOT (CARMEL)"
"70750","Bangor, ME MSA","ME","MAINE","PENOBSCOT (CHARLESTON)"
"70750","Bangor, ME MSA","ME","MAINE","PENOBSCOT (CLIFTON)"
"70750","Bangor, ME MSA","ME","MAINE","PENOBSCOT (CORINTH)"
"70750","Bangor, ME MSA","ME","MAINE","PENOBSCOT (DIXMONT)"
"70750","Bangor, ME MSA","ME","MAINE","PENOBSCOT (EDDINGTON)"
"70750","Bangor, ME MSA","ME","MAINE","PENOBSCOT (EDINBURG)"
"70750","Bangor, ME MSA","ME","MAINE","PENOBSCOT (ENFIELD)"
"70750","Bangor, ME MSA","ME","MAINE","PENOBSCOT (ETNA)"
"70750","Bangor, ME MSA","ME","MAINE","PENOBSCOT (EXETER)"
"70750","Bangor, ME MSA","ME","MAINE","PENOBSCOT (GARLAND)"
"70750","Bangor, ME MSA","ME","MAINE","PENOBSCOT (GLENBURN)"
"70750","Bangor, ME MSA","ME","MAINE","PENOBSCOT (EAST CENTRAL PENOBSCOT)"
"70750","Bangor, ME MSA","ME","MAINE","PENOBSCOT (GREENBUSH)"
"70750","Bangor, ME MSA","ME","MAINE","PENOBSCOT (EAST CENTRAL PENOBSCOT)"
"70750","Bangor, ME MSA","ME","MAINE","PENOBSCOT (HAMPDEN)"
"70750","Bangor, ME MSA","ME","MAINE","PENOBSCOT (HERMON)"
"70750","Bangor, ME MSA","ME","MAINE","PENOBSCOT (HOLDEN)"
"70750","Bangor, ME MSA","ME","MAINE","PENOBSCOT (HOWLAND)"
"70750","Bangor, ME MSA","ME","MAINE","PENOBSCOT (HUDSON)"
"70750","Bangor, ME MSA","ME","MAINE","PENOBSCOT (KENDUSKEAG)"
"70750","Bangor, ME MSA","ME","MAINE","PENOBSCOT (LAGRANGE)"
"70750","Bangor, ME MSA","ME","MAINE","PENOBSCOT (LEVANT)"
"70750","Bangor, ME MSA","ME","MAINE","PENOBSCOT (MILFORD)"
"70750","Bangor, ME MSA","ME","MAINE","PENOBSCOT (NEWBURGH)"
"70750","Bangor, ME MSA","ME","MAINE","PENOBSCOT (NEWPORT)"
"70750","Bangor, ME MSA","ME","MAINE","PENOBSCOT (OLD TOWN)"
"70750","Bangor, ME MSA","ME","MAINE","PENOBSCOT (ORONO)"
"70750","Bangor, ME MSA","ME","MAINE","PENOBSCOT (ORRINGTON)"
"70750","Bangor, ME MSA","ME","MAINE","PENOBSCOT (PASSADUMKEAG)"
"70750","Bangor, ME MSA","ME","MAINE","PENOBSCOT (STETSON)"
"70750","Bangor, ME MSA","ME","MAINE","PENOBSCOT (VEAZIE)"
"70750","Bangor, ME MSA","ME","MAINE","PENOBSCOT (PENOBSCOT INDIAN RESERVATION)"
"70750","Bangor, ME MSA","ME","MAINE","PENOBSCOT (ARGYLE)"
"70750","Bangor, ME MSA","ME","MAINE","PENOBSCOT (EAST CENTRAL PENOBSCOT)"
"70750","Bangor, ME MSA","ME","MAINE","PISCATAQUIS (SOUTH EAST PISCATAQUIS)"
"70750","Bangor, ME MSA","ME","MAINE","WALDO (WINTERPORT)"
"76750","Portland-South Portland, ME MSA","ME","MAINE","YORK (ARUNDEL)"
"73050","Dover-Durham, NH-ME MSA","ME","MAINE","YORK (BERWICK)"
"76750","Portland-South Portland, ME MSA","ME","MAINE","YORK (BIDDEFORD)"
"76750","Portland-South Portland, ME MSA","ME","MAINE","YORK (BUXTON)"
"76750","Portland-South Portland, ME MSA","ME","MAINE","YORK (CORNISH)"
"76750","Portland-South Portland, ME MSA","ME","MAINE","YORK (DAYTON)"
"76900","Portsmouth, NH-ME MSA","ME","MAINE","YORK (ELIOT)"
"76750","Portland-South Portland, ME MSA","ME","MAINE","YORK (HOLLIS)"
"76750","Portland-South Portland, ME MSA","ME","MAINE","YORK (KENNEBUNK)"
"76750","Portland-South Portland, ME MSA","ME","MAINE","YORK (KENNEBUNKPORT)"
"76900","Portsmouth, NH-ME MSA","ME","MAINE","YORK (KITTERY)"
"73050","Dover-Durham, NH-ME MSA","ME","MAINE","YORK (LEBANON)"
"76750","Portland-South Portland, ME MSA","ME","MAINE","YORK (LIMERICK)"
"76750","Portland-South Portland, ME MSA","ME","MAINE","YORK (LIMINGTON)"
"76750","Portland-South Portland, ME MSA","ME","MAINE","YORK (LYMAN)"
"76750","Portland-South Portland, ME MSA","ME","MAINE","YORK (OLD ORCHARD BEACH)"
"76750","Portland-South Portland, ME MSA","ME","MAINE","YORK (SACO)"
"73050","Dover-Durham, NH-ME MSA","ME","MAINE","YORK (SOUTH BERWICK)"
"76750","Portland-South Portland, ME MSA","ME","MAINE","YORK (WATERBORO)"
"76900","Portsmouth, NH-ME MSA","ME","MAINE","YORK (YORK)"
"19060","Cumberland, MD-WV MSA","MD","MARYLAND","ALLEGANY"
"12580","Baltimore-Columbia-Towson, MD MSA","MD","MARYLAND","ANNE ARUNDEL"
"12580","Baltimore-Columbia-Towson, MD MSA","MD","MARYLAND","BALTIMORE"
"12580","Baltimore-Columbia-Towson, MD MSA","MD","MARYLAND","CARROLL"
"12580","Baltimore-Columbia-Towson, MD MSA","MD","MARYLAND","HARFORD"
"12580","Baltimore-Columbia-Towson, MD MSA","MD","MARYLAND","HOWARD"
"12580","Baltimore-Columbia-Towson, MD MSA","MD","MARYLAND","QUEEN ANNE'S"
"15680","California-Lexington Park, MD MSA","MD","MARYLAND","ST MARY'S"
"41540","Salisbury, MD-DE MSA","MD","MARYLAND","SOMERSET"
"25180","Hagerstown-Martinsburg, MD-WV MSA","MD","MARYLAND","WASHINGTON"
"41540","Salisbury, MD-DE MSA","MD","MARYLAND","WICOMICO"
"41540","Salisbury, MD-DE MSA","MD","MARYLAND","WORCESTER"
"12580","Baltimore-Columbia-Towson, MD MSA","MD","MARYLAND","BALTIMORE CITY"
"70900","Barnstable Town, MA MSA","MA","MASSACHUSETTS","BARNSTABLE (BARNSTABLE)"
"70900","Barnstable Town, MA MSA","MA","MASSACHUSETTS","BARNSTABLE (BOURNE)"
"70900","Barnstable Town, MA MSA","MA","MASSACHUSETTS","BARNSTABLE (BREWSTER)"
"70900","Barnstable Town, MA MSA","MA","MASSACHUSETTS","BARNSTABLE (CHATHAM)"
"70900","Barnstable Town, MA MSA","MA","MASSACHUSETTS","BARNSTABLE (DENNIS)"
"70900","Barnstable Town, MA MSA","MA","MASSACHUSETTS","BARNSTABLE (EASTHAM)"
"70900","Barnstable Town, MA MSA","MA","MASSACHUSETTS","BARNSTABLE (FALMOUTH)"
"70900","Barnstable Town, MA MSA","MA","MASSACHUSETTS","BARNSTABLE (HARWICH)"
"78100","Springfield, MA-CT MSA","MA","MASSACHUSETTS","HAMPDEN (PALMER)"
"78100","Springfield, MA-CT MSA","MA","MASSACHUSETTS","HAMPDEN (RUSSELL)"
"78100","Springfield, MA-CT MSA","MA","MASSACHUSETTS","HAMPDEN (SOUTHWICK)"
"78100","Springfield, MA-CT MSA","MA","MASSACHUSETTS","HAMPDEN (TOLLAND)"
"78100","Springfield, MA-CT MSA","MA","MASSACHUSETTS","HAMPDEN (WALES)"
"78100","Springfield, MA-CT MSA","MA","MASSACHUSETTS","HAMPDEN (WESTFIELD)"
"78100","Springfield, MA-CT MSA","MA","MASSACHUSETTS","HAMPDEN (W SPRINGFIELD)"
"78100","Springfield, MA-CT MSA","MA","MASSACHUSETTS","HAMPDEN (WILBRAHAM)"
"78100","Springfield, MA-CT MSA","MA","MASSACHUSETTS","HAMPSHIRE (S HADLEY)"
"78100","Springfield, MA-CT MSA","MA","MASSACHUSETTS","HAMPSHIRE (NORTHAMPTON)"
"78100","Springfield, MA-CT MSA","MA","MASSACHUSETTS","HAMPSHIRE (AMHERST)"
"78100","Springfield, MA-CT MSA","MA","MASSACHUSETTS","HAMPSHIRE (BELCHERTOWN)"
"78100","Springfield, MA-CT MSA","MA","MASSACHUSETTS","HAMPSHIRE (CHESTERFIELD)"
"78100","Springfield, MA-CT MSA","MA","MASSACHUSETTS","HAMPSHIRE (CUMMINGTON)"
"78100","Springfield, MA-CT MSA","MA","MASSACHUSETTS","HAMPSHIRE (EASTHAMPTON)"
"78100","Springfield, MA-CT MSA","MA","MASSACHUSETTS","HAMPSHIRE (GOSHEN)"
"78100","Springfield, MA-CT MSA","MA","MASSACHUSETTS","HAMPSHIRE (GRANBY)"
"78100","Springfield, MA-CT MSA","MA","MASSACHUSETTS","HAMPSHIRE (HADLEY)"
"78100","Springfield, MA-CT MSA","MA","MASSACHUSETTS","HAMPSHIRE (HATFIELD)"
"78100","Springfield, MA-CT MSA","MA","MASSACHUSETTS","HAMPSHIRE (HUNTINGTON)"
"76600","Pittsfield, MA MSA","MA","MASSACHUSETTS","HAMPSHIRE (MIDDLEFIELD)"
"78100","Springfield, MA-CT MSA","MA","MASSACHUSETTS","HAMPSHIRE (PELHAM)"
"78100","Springfield, MA-CT MSA","MA","MASSACHUSETTS","HAMPSHIRE (SOUTHAMPTON)"
"78100","Springfield, MA-CT MSA","MA","MASSACHUSETTS","HAMPSHIRE (WESTHAMPTON)"
"78100","Springfield, MA-CT MSA","MA","MASSACHUSETTS","HAMPSHIRE (WILLIAMSBURG)"
"78100","Springfield, MA-CT MSA","MA","MASSACHUSETTS","HAMPSHIRE (WORTHINGTON)"
"78100","Springfield, MA-CT MSA","MA","MASSACHUSETTS","HAMPSHIRE (WARE)"
"77200","Providence-Warwick, RI-MA MSA","MA","MASSACHUSETTS","NORFOLK (PLAINVILLE)"
"77200","Providence-Warwick, RI-MA MSA","MA","MASSACHUSETTS","NORFOLK (BELLINGHAM)"
"70900","Barnstable Town, MA MSA","MA","MASSACHUSETTS","PLYMOUTH (MARION)"
"75550","New Bedford, MA MSA","MA","MASSACHUSETTS","PLYMOUTH (MATTAPOISETT)"
"70900","Barnstable Town, MA MSA","MA","MASSACHUSETTS","PLYMOUTH (WAREHAM)"
"79600","Worcester, MA-CT MSA","MA","MASSACHUSETTS","WORCESTER (BARRE)"
"79600","Worcester, MA-CT MSA","MA","MASSACHUSETTS","WORCESTER (HUBBARDSTON)"
"74500","Leominster-Gardner, MA MSA","MA","MASSACHUSETTS","WORCESTER (PHILLIPSTON)"
"74500","Leominster-Gardner, MA MSA","MA","MASSACHUSETTS","WORCESTER (ROYALSTON)"
"74500","Leominster-Gardner, MA MSA","MA","MASSACHUSETTS","WORCESTER (TEMPLETON)"
"74500","Leominster-Gardner, MA MSA","MA","MASSACHUSETTS","WORCESTER (FITCHBURG)"
"74500","Leominster-Gardner, MA MSA","MA","MASSACHUSETTS","WORCESTER (ASHBURNHAM)"
"79600","Worcester, MA-CT MSA","MA","MASSACHUSETTS","WORCESTER (CLINTON)"
"74500","Leominster-Gardner, MA MSA","MA","MASSACHUSETTS","WORCESTER (GARDNER)"
"79600","Worcester, MA-CT MSA","MA","MASSACHUSETTS","WORCESTER (LANCASTER)"
"74500","Leominster-Gardner, MA MSA","MA","MASSACHUSETTS","WORCESTER (LEOMINSTER)"
"74500","Leominster-Gardner, MA MSA","MA","MASSACHUSETTS","WORCESTER (LUNENBURG)"
"79600","Worcester, MA-CT MSA","MA","MASSACHUSETTS","WORCESTER (PRINCETON)"
"79600","Worcester, MA-CT MSA","MA","MASSACHUSETTS","WORCESTER (STERLING)"
"74500","Leominster-Gardner, MA MSA","MA","MASSACHUSETTS","WORCESTER (WESTMINSTER)"
"74500","Leominster-Gardner, MA MSA","MA","MASSACHUSETTS","WORCESTER (WINCHENDON)"
"79600","Worcester, MA-CT MSA","MA","MASSACHUSETTS","WORCESTER (NORTHBOROUGH)"
"77200","Providence-Warwick, RI-MA MSA","MA","MASSACHUSETTS","WORCESTER (BLACKSTONE)"
"77200","Providence-Warwick, RI-MA MSA","MA","MASSACHUSETTS","WORCESTER (MILLVILLE)"
"79600","Worcester, MA-CT MSA","MA","MASSACHUSETTS","WORCESTER (NORTHBRIDGE)"
"79600","Worcester, MA-CT MSA","MA","MASSACHUSETTS","WORCESTER (UPTON)"
"79600","Worcester, MA-CT MSA","MA","MASSACHUSETTS","WORCESTER (UXBRIDGE)"
"79600","Worcester, MA-CT MSA","MA","MASSACHUSETTS","WORCESTER (WARREN)"
"79600","Worcester, MA-CT MSA","MA","MASSACHUSETTS","WORCESTER (WEBSTER)"
"79600","Worcester, MA-CT MSA","MA","MASSACHUSETTS","WORCESTER (CHARLTON)"
"79600","Worcester, MA-CT MSA","MA","MASSACHUSETTS","WORCESTER (DOUGLAS)"
"79600","Worcester, MA-CT MSA","MA","MASSACHUSETTS","WORCESTER (DUDLEY)"
"79600","Worcester, MA-CT MSA","MA","MASSACHUSETTS","WORCESTER (OXFORD)"
"79600","Worcester, MA-CT MSA","MA","MASSACHUSETTS","WORCESTER (SOUTHBRIDGE)"
"79600","Worcester, MA-CT MSA","MA","MASSACHUSETTS","WORCESTER (STURBRIDGE)"
"79600","Worcester, MA-CT MSA","MA","MASSACHUSETTS","WORCESTER (SUTTON)"
"79600","Worcester, MA-CT MSA","MA","MASSACHUSETTS","WORCESTER (WORCESTER)"
"79600","Worcester, MA-CT MSA","MA","MASSACHUSETTS","WORCESTER (AUBURN)"
"79600","Worcester, MA-CT MSA","MA","MASSACHUSETTS","WORCESTER (BOYLSTON)"
"79600","Worcester, MA-CT MSA","MA","MASSACHUSETTS","WORCESTER (BROOKFIELD)"
"79600","Worcester, MA-CT MSA","MA","MASSACHUSETTS","WORCESTER (E BROOKFIELD)"
"79600","Worcester, MA-CT MSA","MA","MASSACHUSETTS","WORCESTER (GRAFTON)"
"79600","Worcester, MA-CT MSA","MA","MASSACHUSETTS","WORCESTER (HOLDEN)"
"79600","Worcester, MA-CT MSA","MA","MASSACHUSETTS","WORCESTER (LEICESTER)"
"79600","Worcester, MA-CT MSA","MA","MASSACHUSETTS","WORCESTER (MILLBURY)"
"79600","Worcester, MA-CT MSA","MA","MASSACHUSETTS","WORCESTER (NEW BRAINTREE)"
"79600","Worcester, MA-CT MSA","MA","MASSACHUSETTS","WORCESTER (N BROOKFIELD)"
"79600","Worcester, MA-CT MSA","MA","MASSACHUSETTS","WORCESTER (OAKHAM)"
"79600","Worcester, MA-CT MSA","MA","MASSACHUSETTS","WORCESTER (PAXTON)"
"79600","Worcester, MA-CT MSA","MA","MASSACHUSETTS","WORCESTER (RUTLAND)"
"79600","Worcester, MA-CT MSA","MA","MASSACHUSETTS","WORCESTER (SHREWSBURY)"
"79600","Worcester, MA-CT MSA","MA","MASSACHUSETTS","WORCESTER (SPENCER)"
"79600","Worcester, MA-CT MSA","MA","MASSACHUSETTS","WORCESTER (WESTBOROUGH)"
"79600","Worcester, MA-CT MSA","MA","MASSACHUSETTS","WORCESTER (W BOYLSTON)"
"79600","Worcester, MA-CT MSA","MA","MASSACHUSETTS","WORCESTER (W BROOKFIELD)"
"24340","Grand Rapids-Wyoming, MI MSA","MI","MICHIGAN","BARRY"
"13020","Bay City, MI MSA","MI","MICHIGAN","BAY"
"35660","Niles-Benton Harbor, MI MSA","MI","MICHIGAN","BERRIEN"
"12980","Battle Creek, MI MSA","MI","MICHIGAN","CALHOUN"
"43780","South Bend-Mishawaka, IN-MI MSA","MI","MICHIGAN","CASS"
"29620","Lansing-East Lansing, MI MSA","MI","MICHIGAN","CLINTON"
"29620","Lansing-East Lansing, MI MSA","MI","MICHIGAN","EATON"
"22420","Flint, MI MSA","MI","MICHIGAN","GENESEE"
"29620","Lansing-East Lansing, MI MSA","MI","MICHIGAN","INGHAM"
"27100","Jackson, MI MSA","MI","MICHIGAN","JACKSON"
"28020","Kalamazoo-Portage, MI MSA","MI","MICHIGAN","KALAMAZOO"
"24340","Grand Rapids-Wyoming, MI MSA","MI","MICHIGAN","KENT"
"33220","Midland, MI MSA","MI","MICHIGAN","MIDLAND"
"33780","Monroe, MI MSA","MI","MICHIGAN","MONROE"
"24340","Grand Rapids-Wyoming, MI MSA","MI","MICHIGAN","MONTCALM"
"34740","Muskegon, MI MSA","MI","MICHIGAN","MUSKEGON"
"24340","Grand Rapids-Wyoming, MI MSA","MI","MICHIGAN","OTTAWA"
"40980","Saginaw, MI MSA","MI","MICHIGAN","SAGINAW"
"28020","Kalamazoo-Portage, MI MSA","MI","MICHIGAN","VAN BUREN"
"11460","Ann Arbor, MI MSA","MI","MICHIGAN","WASHTENAW"
"33460","Minneapolis-St. Paul-Bloomington, MN-WI MSA","MN","MINNESOTA","ANOKA"
"41060","St. Cloud, MN MSA","MN","MINNESOTA","BENTON"
"31860","Mankato-North Mankato, MN MSA","MN","MINNESOTA","BLUE EARTH"
"20260","Duluth, MN-WI MSA","MN","MINNESOTA","CARLTON"
"33460","Minneapolis-St. Paul-Bloomington, MN-WI MSA","MN","MINNESOTA","CARVER"
"33460","Minneapolis-St. Paul-Bloomington, MN-WI MSA","MN","MINNESOTA","CHISAGO"
"22020","Fargo, ND-MN MSA","MN","MINNESOTA","CLAY"
"33460","Minneapolis-St. Paul-Bloomington, MN-WI MSA","MN","MINNESOTA","DAKOTA"
"40340","Rochester, MN MSA","MN","MINNESOTA","DODGE"
"40340","Rochester, MN MSA","MN","MINNESOTA","FILLMORE"
"33460","Minneapolis-St. Paul-Bloomington, MN-WI MSA","MN","MINNESOTA","HENNEPIN"
"29100","La Crosse-Onalaska, WI-MN MSA","MN","MINNESOTA","HOUSTON"
"5000002","Northern Vermont nonmetropolitan area","VT","VERMONT","ORLEANS (ALBANY TOWN)"
"5000002","Northern Vermont nonmetropolitan area","VT","VERMONT","ORLEANS (BARTON TOWN)"
"5000002","Northern Vermont nonmetropolitan area","VT","VERMONT","ORLEANS (BROWNINGTON TOWN)"
"5000002","Northern Vermont nonmetropolitan area","VT","VERMONT","ORLEANS (CHARLESTON TOWN)"
"5000002","Northern Vermont nonmetropolitan area","VT","VERMONT","ORLEANS (COVENTRY TOWN)"
"5000002","Northern Vermont nonmetropolitan area","VT","VERMONT","ORLEANS (CRAFTSBURY TOWN)"
"5000002","Northern Vermont nonmetropolitan area","VT","VERMONT","ORLEANS (DERBY TOWN)"
"5000002","Northern Vermont nonmetropolitan area","VT","VERMONT","ORLEANS (GLOVER TOWN)"
"5000002","Northern Vermont nonmetropolitan area","VT","VERMONT","ORLEANS (GREENSBORO TOWN)"
"5000002","Northern Vermont nonmetropolitan area","VT","VERMONT","ORLEANS (HOLLAND TOWN)"
"5000002","Northern Vermont nonmetropolitan area","VT","VERMONT","ORLEANS (IRASBURG TOWN)"
"5000002","Northern Vermont nonmetropolitan area","VT","VERMONT","ORLEANS (JAY TOWN)"
"5000002","Northern Vermont nonmetropolitan area","VT","VERMONT","ORLEANS (LOWELL TOWN)"
"5000002","Northern Vermont nonmetropolitan area","VT","VERMONT","ORLEANS (MORGAN TOWN)"
"5000002","Northern Vermont nonmetropolitan area","VT","VERMONT","ORLEANS (NEWPORT CITY)"
"5000002","Northern Vermont nonmetropolitan area","VT","VERMONT","ORLEANS (NEWPORT TOWN)"
"5000002","Northern Vermont nonmetropolitan area","VT","VERMONT","ORLEANS (TROY TOWN)"
"5000002","Northern Vermont nonmetropolitan area","VT","VERMONT","ORLEANS (WESTFIELD TOWN)"
"5000002","Northern Vermont nonmetropolitan area","VT","VERMONT","ORLEANS (WESTMORE TOWN)"
"5000001","Southern Vermont nonmetropolitan area","VT","VERMONT","RUTLAND (BENSON TOWN)"
"5000001","Southern Vermont nonmetropolitan area","VT","VERMONT","RUTLAND (BRANDON TOWN)"
"5000001","Southern Vermont nonmetropolitan area","VT","VERMONT","RUTLAND (CASTLETON TOWN)"
"5000001","Southern Vermont nonmetropolitan area","VT","VERMONT","RUTLAND (CHITTENDEN TOWN)"
"5000001","Southern Vermont nonmetropolitan area","VT","VERMONT","RUTLAND (CLARENDON TOWN)"
"5000001","Southern Vermont nonmetropolitan area","VT","VERMONT","RUTLAND (DANBY TOWN)"
"5000001","Southern Vermont nonmetropolitan area","VT","VERMONT","RUTLAND (FAIR HAVEN TOWN)"
"5000001","Southern Vermont nonmetropolitan area","VT","VERMONT","RUTLAND (HUBBARDTON TOWN)"
"5000001","Southern Vermont nonmetropolitan area","VT","VERMONT","RUTLAND (IRA TOWN)"
"5000001","Southern Vermont nonmetropolitan area","VT","VERMONT","RUTLAND (MENDON TOWN)"
"5000001","Southern Vermont nonmetropolitan area","VT","VERMONT","RUTLAND (MIDDLETOWN SPRINGS TOWN)"
"5000001","Southern Vermont nonmetropolitan area","VT","VERMONT","RUTLAND (MOUNT HOLLY TOWN)"
"5000001","Southern Vermont nonmetropolitan area","VT","VERMONT","RUTLAND (MOUNT TABOR TOWN)"
"5000001","Southern Vermont nonmetropolitan area","VT","VERMONT","RUTLAND (PAWLET TOWN)"
"5000001","Southern Vermont nonmetropolitan area","VT","VERMONT","RUTLAND (PITTSFIELD TOWN)"
"5000001","Southern Vermont nonmetropolitan area","VT","VERMONT","RUTLAND (PITTSFORD TOWN)"
"5000001","Southern Vermont nonmetropolitan area","VT","VERMONT","RUTLAND (POULTNEY TOWN)"
"5000001","Southern Vermont nonmetropolitan area","VT","VERMONT","RUTLAND (PROCTOR TOWN)"
"5000001","Southern Vermont nonmetropolitan area","VT","VERMONT","RUTLAND (RUTLAND CITY)"
"5000001","Southern Vermont nonmetropolitan area","VT","VERMONT","RUTLAND (RUTLAND TOWN)"
"5000001","Southern Vermont nonmetropolitan area","VT","VERMONT","RUTLAND (KILLINGTON TOWN)"
"5000001","Southern Vermont nonmetropolitan area","VT","VERMONT","RUTLAND (SHREWSBURY TOWN)"
"5000001","Southern Vermont nonmetropolitan area","VT","VERMONT","RUTLAND (SUDBURY TOWN)"
"5000001","Southern Vermont nonmetropolitan area","VT","VERMONT","RUTLAND (TINMOUTH TOWN)"
"5000001","Southern Vermont nonmetropolitan area","VT","VERMONT","RUTLAND (WALLINGFORD TOWN)"
"5000001","Southern Vermont nonmetropolitan area","VT","VERMONT","RUTLAND (WELLS TOWN)"
"5000001","Southern Vermont nonmetropolitan area","VT","VERMONT","RUTLAND (WEST RUTLAND TOWN)"
"5000001","Southern Vermont nonmetropolitan area","VT","VERMONT","RUTLAND (WEST HAVEN TOWN)"
"5000002","Northern Vermont nonmetropolitan area","VT","VERMONT","WASHINGTON (BARRE CITY)"
"5000002","Northern Vermont nonmetropolitan area","VT","VERMONT","WASHINGTON (BARRE TOWN)"
"5000002","Northern Vermont nonmetropolitan area","VT","VERMONT","WASHINGTON (BERLIN TOWN)"
"5000002","Northern Vermont nonmetropolitan area","VT","VERMONT","WASHINGTON (CABOT TOWN)"
"5000002","Northern Vermont nonmetropolitan area","VT","VERMONT","WASHINGTON (CALAIS TOWN)"
"5000002","Northern Vermont nonmetropolitan area","VT","VERMONT","WASHINGTON (EAST MONTPELIER TOWN)"
"5000002","Northern Vermont nonmetropolitan area","VT","VERMONT","WASHINGTON (FAYSTON TOWN)"
"5000002","Northern Vermont nonmetropolitan area","VT","VERMONT","WASHINGTON (MARSHFIELD TOWN)"
"5000002","Northern Vermont nonmetropolitan area","VT","VERMONT","WASHINGTON (MIDDLESEX TOWN)"
"5000002","Northern Vermont nonmetropolitan area","VT","VERMONT","WASHINGTON (MONTPELIER CITY)"
"5000002","Northern Vermont nonmetropolitan area","VT","VERMONT","WASHINGTON (MORETOWN TOWN)"
"5000002","Northern Vermont nonmetropolitan area","VT","VERMONT","WASHINGTON (NORTHFIELD TOWN)"
"5000002","Northern Vermont nonmetropolitan area","VT","VERMONT","WASHINGTON (PLAINFIELD TOWN)"
"5000001","Southern Vermont nonmetropolitan area","VT","VERMONT","WASHINGTON (ROXBURY TOWN)"
"5000002","Northern Vermont nonmetropolitan area","VT","VERMONT","WASHINGTON (WAITSFIELD TOWN)"
"5000002","Northern Vermont nonmetropolitan area","VT","VERMONT","WASHINGTON (WARREN TOWN)"
"5000002","Northern Vermont nonmetropolitan area","VT","VERMONT","WASHINGTON (WATERBURY TOWN)"
"5000002","Northern Vermont nonmetropolitan area","VT","VERMONT","WASHINGTON (WOODBURY TOWN)"
"5000002","Northern Vermont nonmetropolitan area","VT","VERMONT","WASHINGTON (WORCESTER TOWN)"
"5000001","Southern Vermont nonmetropolitan area","VT","VERMONT","WINDHAM (ATHENS TOWN)"
"5000001","Southern Vermont nonmetropolitan area","VT","VERMONT","WINDHAM (BRATTLEBORO TOWN)"
"5000001","Southern Vermont nonmetropolitan area","VT","VERMONT","WINDHAM (BROOKLINE TOWN)"
"5000001","Southern Vermont nonmetropolitan area","VT","VERMONT","WINDHAM (DOVER TOWN)"
"5000001","Southern Vermont nonmetropolitan area","VT","VERMONT","WINDHAM (DUMMERSTON TOWN)"
"5000001","Southern Vermont nonmetropolitan area","VT","VERMONT","WINDHAM (GRAFTON TOWN)"
